名前,グレード,レベル,攻撃力,属性値,防御力
バルキンキャノン,5,1,473,,
バルキンキャノン,6,1,615,,
バルキンキャノン,7,1,800,,
バルキンキャノン,8,1,1040,,
バルキンキャノン,9,1,1351,,
バルキンキャノン,10,1,1756,,
バルキンキャノン,10,5,2103,,
バルキンキャノン,1,1,2103,,
バルキンキャノン,2,1,2113,,
バルキンキャノン,3,1,2113,,
バルキンキャノン,4,1,2128,,
バルキンキャノン,5,1,2128,,
バルキンキャノン,6,1,2128,,
バルキンキャノン,7,1,2138,,
バルキンキャノン,8,1,2138,,
バルキンキャノン,9,1,2153,,
バルキンキャノン,10,1,2153,,
バルキンキャノン,11,1,2153,,
バルキンキャノン,12,1,2163,,
バルキンキャノン,13,1,2163,,
バルキンキャノン,14,1,2178,,
バルキンキャノン,15,1,2178,,
バルキンキャノン,16,1,2178,,
バルキンキャノン,17,1,2188,,
バルキンキャノン,18,1,2188,,
バルキンキャノン,19,1,2203,,
バルキンキャノン,20,1,2203,,
スパイクシューター,2,1,158,,
スパイクシューター,3,1,228,,
スパイクシューター,4,1,329,,
スパイクシューター,5,1,473,,
スパイクシューター,6,1,615,,
スパイクシューター,7,1,800,,
スパイクシューター,8,1,1040,,
スパイクシューター,9,1,1351,,
スパイクシューター,10,1,1756,,
スパイクシューター,10,5,2103,,
バルキンホルン,2,1,144,100,
バルキンホルン,3,1,207,150,
バルキンホルン,4,1,299,200,
バルキンホルン,5,1,430,250,
バルキンホルン,6,1,559,300,
バルキンホルン,7,1,727,325,
バルキンホルン,8,1,945,350,
バルキンホルン,9,1,1228,375,
バルキンホルン,10,1,1596,400,
バルキンホルン,10,5,1912,417,
バルキンホルン,1,1,1912,421,
バルキンホルン,2,1,1922,421,
バルキンホルン,3,1,1922,427,
バルキンホルン,4,1,1937,427,
バルキンホルン,5,1,1937,427,
バルキンホルン,6,1,1937,431,
バルキンホルン,7,1,1947,431,
バルキンホルン,8,1,1947,437,
バルキンホルン,9,1,1962,437,
バルキンホルン,10,1,1962,437,
バルキンホルン,11,1,1962,441,
バルキンホルン,12,1,1972,441,
バルキンホルン,13,1,1972,447,
バルキンホルン,14,1,1987,447,
バルキンホルン,15,1,1987,447,
バルキンホルン,16,1,1987,451,
バルキンホルン,17,1,1997,451,
バルキンホルン,18,1,1997,457,
バルキンホルン,19,1,2012,457,
バルキンホルン,20,1,2012,457,
スパイクホルン,2,1,144,100,
スパイクホルン,3,1,207,150,
スパイクホルン,4,1,299,200,
スパイクホルン,5,1,430,250,
スパイクホルン,6,1,559,300,
スパイクホルン,7,1,727,325,
スパイクホルン,8,1,945,350,
スパイクホルン,9,1,1228,375,
スパイクホルン,10,1,1596,400,
スパイクホルン,10,5,1912,417,
プラチナムドーン,6,1,481,277,
プラチナムドーン,7,1,612,393,
プラチナムドーン,8,1,779,552,
プラチナムドーン,9,1,990,774,
プラチナムドーン,10,1,1258,1082,
プラチナムドーン,10,5,1507,1345,
ゲキリュウノツガイ,6,1,481,277,
ゲキリュウノツガイ,7,1,612,393,
ゲキリュウノツガイ,8,1,779,552,
ゲキリュウノツガイ,9,1,990,774,
ゲキリュウノツガイ,10,1,1258,1082,
ゲキリュウノツガイ,10,5,1507,1345,
輝剣リオレウス,6,1,481,277,
輝剣リオレウス,7,1,612,393,
輝剣リオレウス,8,1,779,552,
輝剣リオレウス,9,1,990,774,
輝剣リオレウス,10,1,1258,1082,
輝剣リオレウス,10,5,1507,1345,
飛龍刀【銀】,6,1,481,277,
飛龍刀【銀】,7,1,612,393,
飛龍刀【銀】,8,1,779,552,
飛龍刀【銀】,9,1,990,774,
飛龍刀【銀】,10,1,1258,1082,
飛龍刀【銀】,10,5,1507,1345,
星砕きプロメテオル,6,1,481,277,
星砕きプロメテオル,7,1,612,393,
星砕きプロメテオル,8,1,779,552,
星砕きプロメテオル,9,1,990,774,
星砕きプロメテオル,10,1,1258,1082,
星砕きプロメテオル,10,5,1507,1345,
シルバープロミネンス,6,1,481,277,
シルバープロミネンス,7,1,612,393,
シルバープロミネンス,8,1,779,552,
シルバープロミネンス,9,1,990,774,
シルバープロミネンス,10,1,1258,1082,
シルバープロミネンス,10,5,1507,1345,
ガンチャリオット,6,1,481,277,
ガンチャリオット,7,1,612,393,
ガンチャリオット,8,1,779,552,
ガンチャリオット,9,1,990,774,
ガンチャリオット,10,1,1258,1082,
ガンチャリオット,10,5,1507,1345,
煌竜斧シルバーギア,6,1,481,277,
煌竜斧シルバーギア,7,1,612,393,
煌竜斧シルバーギア,8,1,779,552,
煌竜斧シルバーギア,9,1,990,774,
煌竜斧シルバーギア,10,1,1258,1082,
煌竜斧シルバーギア,10,5,1507,1345,
業火斧ヘルメスレイ,6,1,481,277,
業火斧ヘルメスレイ,7,1,612,393,
業火斧ヘルメスレイ,8,1,779,552,
業火斧ヘルメスレイ,9,1,990,774,
業火斧ヘルメスレイ,10,1,1258,1082,
業火斧ヘルメスレイ,10,5,1507,1345,
煌竜弩シルバーレイ,6,1,481,277,
煌竜弩シルバーレイ,7,1,612,393,
煌竜弩シルバーレイ,8,1,779,552,
煌竜弩シルバーレイ,9,1,990,774,
煌竜弩シルバーレイ,10,1,1258,1082,
煌竜弩シルバーレイ,10,5,1507,1345,
銀火竜の烈弓,6,1,481,277,
銀火竜の烈弓,7,1,612,393,
銀火竜の烈弓,8,1,779,552,
銀火竜の烈弓,9,1,990,774,
銀火竜の烈弓,10,1,1258,1082,
銀火竜の烈弓,10,5,1507,1345,
ブルーコロナ,5,1,440,134,
ブルーコロナ,6,1,576,182,
ブルーコロナ,7,1,753,248,
ブルーコロナ,8,1,985,334,
ブルーコロナ,9,1,1287,451,
ブルーコロナ,10,1,1682,605,
ブルーコロナ,10,5,2015,752,
煌剣リオレウス,5,1,440,134,
煌剣リオレウス,6,1,576,182,
煌剣リオレウス,7,1,753,248,
煌剣リオレウス,8,1,985,334,
煌剣リオレウス,9,1,1287,451,
煌剣リオレウス,10,1,1682,605,
煌剣リオレウス,10,5,2015,752,
ブルーウィング,5,1,440,134,
ブルーウィング,6,1,576,182,
ブルーウィング,7,1,753,248,
ブルーウィング,8,1,985,334,
ブルーウィング,9,1,1287,451,
ブルーウィング,10,1,1682,605,
ブルーウィング,10,5,2015,752,
飛竜刀【藍染】,5,1,440,134,
飛竜刀【藍染】,6,1,576,182,
飛竜刀【藍染】,7,1,753,248,
飛竜刀【藍染】,8,1,985,334,
飛竜刀【藍染】,9,1,1287,451,
飛竜刀【藍染】,10,1,1682,605,
飛竜刀【藍染】,10,5,2015,752,
飛竜刀【蒼】,5,1,440,134,
飛竜刀【蒼】,6,1,576,182,
飛竜刀【蒼】,7,1,753,248,
飛竜刀【蒼】,8,1,985,334,
飛竜刀【蒼】,9,1,1287,451,
飛竜刀【蒼】,10,1,1682,605,
飛竜刀【蒼】,10,5,2015,752,
ブループロミネンス,5,1,440,134,
ブループロミネンス,6,1,576,182,
ブループロミネンス,7,1,753,248,
ブループロミネンス,8,1,985,334,
ブループロミネンス,9,1,1287,451,
ブループロミネンス,10,1,1682,605,
ブループロミネンス,10,5,2015,752,
ブルーテイル,5,1,440,134,
ブルーテイル,6,1,576,182,
ブルーテイル,7,1,753,248,
ブルーテイル,8,1,985,334,
ブルーテイル,9,1,1287,451,
ブルーテイル,10,1,1682,605,
ブルーテイル,10,5,2015,752,
ブルーチャリオット,5,1,440,134,
ブルーチャリオット,6,1,576,182,
ブルーチャリオット,7,1,753,248,
ブルーチャリオット,8,1,985,334,
ブルーチャリオット,9,1,1287,451,
ブルーチャリオット,10,1,1682,605,
ブルーチャリオット,10,5,2015,752,
ブルールーク,5,1,440,134,
ブルールーク,6,1,576,182,
ブルールーク,7,1,753,248,
ブルールーク,8,1,985,334,
ブルールーク,9,1,1287,451,
ブルールーク,10,1,1682,605,
ブルールーク,10,5,2015,752,
蒼炎斧ブルーギア,5,1,440,134,
蒼炎斧ブルーギア,6,1,576,182,
蒼炎斧ブルーギア,7,1,753,248,
蒼炎斧ブルーギア,8,1,985,334,
蒼炎斧ブルーギア,9,1,1287,451,
蒼炎斧ブルーギア,10,1,1682,605,
蒼炎斧ブルーギア,10,5,2015,752,
蒼炎斧ソウルクラトス,5,1,440,134,
蒼炎斧ソウルクラトス,6,1,576,182,
蒼炎斧ソウルクラトス,7,1,753,248,
蒼炎斧ソウルクラトス,8,1,985,334,
蒼炎斧ソウルクラトス,9,1,1287,451,
蒼炎斧ソウルクラトス,10,1,1682,605,
蒼炎斧ソウルクラトス,10,5,2015,752,
蒼炎弩ソウルバスター,5,1,440,134,
蒼炎弩ソウルバスター,6,1,576,182,
蒼炎弩ソウルバスター,7,1,753,248,
蒼炎弩ソウルバスター,8,1,985,334,
蒼炎弩ソウルバスター,9,1,1287,451,
蒼炎弩ソウルバスター,10,1,1682,605,
蒼炎弩ソウルバスター,10,5,2015,752,
蒼火竜の剛弓,5,1,440,134,
蒼火竜の剛弓,6,1,576,182,
蒼火竜の剛弓,7,1,753,248,
蒼火竜の剛弓,8,1,985,334,
蒼火竜の剛弓,9,1,1287,451,
蒼火竜の剛弓,10,1,1682,605,
蒼火竜の剛弓,10,5,2015,752,
ヒートエッジ,5,1,361,232,
ヒートエッジ,6,1,461,320,
ヒートエッジ,7,1,589,443,
ヒートエッジ,8,1,751,608,
ヒートエッジ,9,1,958,835,
ヒートエッジ,10,1,1221,1142,
ヒートエッジ,10,5,1463,1420,
ヒートエッジ,1,1,1463,1428,
ヒートエッジ,2,1,1471,1428,
ヒートエッジ,3,1,1471,1440,
ヒートエッジ,4,1,1483,1440,
ヒートエッジ,5,1,1483,1440,
ヒートエッジ,6,1,1483,1448,
ヒートエッジ,7,1,1491,1448,
ヒートエッジ,8,1,1491,1460,
ヒートエッジ,9,1,1503,1460,
ヒートエッジ,10,1,1503,1460,
ヒートエッジ,11,1,1503,1468,
ヒートエッジ,12,1,1511,1468,
ヒートエッジ,13,1,1511,1480,
ヒートエッジ,14,1,1523,1480,
ヒートエッジ,15,1,1523,1480,
ヒートエッジ,16,1,1523,1488,
ヒートエッジ,17,1,1531,1488,
ヒートエッジ,18,1,1531,1500,
ヒートエッジ,19,1,1543,1500,
ヒートエッジ,20,1,1543,1500,
フレイムナイフ,5,1,361,232,
フレイムナイフ,6,1,461,320,
フレイムナイフ,7,1,589,443,
フレイムナイフ,8,1,751,608,
フレイムナイフ,9,1,958,835,
フレイムナイフ,10,1,1221,1142,
フレイムナイフ,10,5,1463,1420,
レッドウィング,5,1,361,232,
レッドウィング,6,1,461,320,
レッドウィング,7,1,589,443,
レッドウィング,8,1,751,608,
レッドウィング,9,1,958,835,
レッドウィング,10,1,1221,1142,
レッドウィング,10,5,1463,1420,
レッドウィング,1,1,1463,1428,
レッドウィング,2,1,1471,1428,
レッドウィング,3,1,1471,1440,
レッドウィング,4,1,1483,1440,
レッドウィング,5,1,1483,1440,
レッドウィング,6,1,1483,1448,
レッドウィング,7,1,1491,1448,
レッドウィング,8,1,1491,1460,
レッドウィング,9,1,1503,1460,
レッドウィング,10,1,1503,1460,
レッドウィング,11,1,1503,1468,
レッドウィング,12,1,1511,1468,
レッドウィング,13,1,1511,1480,
レッドウィング,14,1,1523,1480,
レッドウィング,15,1,1523,1480,
レッドウィング,16,1,1523,1488,
レッドウィング,17,1,1531,1488,
レッドウィング,18,1,1531,1500,
レッドウィング,19,1,1543,1500,
レッドウィング,20,1,1543,1500,
フレイムブレイド,5,1,361,232,
フレイムブレイド,6,1,461,320,
フレイムブレイド,7,1,589,443,
フレイムブレイド,8,1,751,608,
フレイムブレイド,9,1,958,835,
フレイムブレイド,10,1,1221,1142,
フレイムブレイド,10,5,1463,1420,
飛竜刀【朱】,5,1,361,232,
飛竜刀【朱】,6,1,461,320,
飛竜刀【朱】,7,1,589,443,
飛竜刀【朱】,8,1,751,608,
飛竜刀【朱】,9,1,958,835,
飛竜刀【朱】,10,1,1221,1142,
飛竜刀【朱】,10,5,1463,1420,
飛竜刀【朱】,1,1,1463,1428,
飛竜刀【朱】,2,1,1471,1428,
飛竜刀【朱】,3,1,1471,1440,
飛竜刀【朱】,4,1,1483,1440,
飛竜刀【朱】,5,1,1483,1440,
飛竜刀【朱】,6,1,1483,1448,
飛竜刀【朱】,7,1,1491,1448,
飛竜刀【朱】,8,1,1491,1460,
飛竜刀【朱】,9,1,1503,1460,
飛竜刀【朱】,10,1,1503,1460,
飛竜刀【朱】,11,1,1503,1468,
飛竜刀【朱】,12,1,1511,1468,
飛竜刀【朱】,13,1,1511,1480,
飛竜刀【朱】,14,1,1523,1480,
飛竜刀【朱】,15,1,1523,1480,
飛竜刀【朱】,16,1,1523,1488,
飛竜刀【朱】,17,1,1531,1488,
飛竜刀【朱】,18,1,1531,1500,
飛竜刀【朱】,19,1,1543,1500,
飛竜刀【朱】,20,1,1543,1500,
飛竜刀【紅葉】,5,1,361,232,
飛竜刀【紅葉】,6,1,461,320,
飛竜刀【紅葉】,7,1,589,443,
飛竜刀【紅葉】,8,1,751,608,
飛竜刀【紅葉】,9,1,958,835,
飛竜刀【紅葉】,10,1,1221,1142,
飛竜刀【紅葉】,10,5,1463,1420,
火竜砕フラカン,5,1,361,232,
火竜砕フラカン,6,1,461,320,
火竜砕フラカン,7,1,589,443,
火竜砕フラカン,8,1,751,608,
火竜砕フラカン,9,1,958,835,
火竜砕フラカン,10,1,1221,1142,
火竜砕フラカン,10,5,1463,1420,
火竜砕フラカン,1,1,1463,1428,
火竜砕フラカン,2,1,1471,1428,
火竜砕フラカン,3,1,1471,1440,
火竜砕フラカン,4,1,1483,1440,
火竜砕フラカン,5,1,1483,1440,
火竜砕フラカン,6,1,1483,1448,
火竜砕フラカン,7,1,1491,1448,
火竜砕フラカン,8,1,1491,1460,
火竜砕フラカン,9,1,1503,1460,
火竜砕フラカン,10,1,1503,1460,
火竜砕フラカン,11,1,1503,1468,
火竜砕フラカン,12,1,1511,1468,
火竜砕フラカン,13,1,1511,1480,
火竜砕フラカン,14,1,1523,1480,
火竜砕フラカン,15,1,1523,1480,
火竜砕フラカン,16,1,1523,1488,
火竜砕フラカン,17,1,1531,1488,
火竜砕フラカン,18,1,1531,1500,
火竜砕フラカン,19,1,1543,1500,
火竜砕フラカン,20,1,1543,1500,
レッドビート,5,1,361,232,
レッドビート,6,1,461,320,
レッドビート,7,1,589,443,
レッドビート,8,1,751,608,
レッドビート,9,1,958,835,
レッドビート,10,1,1221,1142,
レッドビート,10,5,1463,1420,
レッドテイル,5,1,361,232,
レッドテイル,6,1,461,320,
レッドテイル,7,1,589,443,
レッドテイル,8,1,751,608,
レッドテイル,9,1,958,835,
レッドテイル,10,1,1221,1142,
レッドテイル,10,5,1463,1420,
レッドテイル,1,1,1463,1428,
レッドテイル,2,1,1471,1428,
レッドテイル,3,1,1471,1440,
レッドテイル,4,1,1483,1440,
レッドテイル,5,1,1483,1440,
レッドテイル,6,1,1483,1448,
レッドテイル,7,1,1491,1448,
レッドテイル,8,1,1491,1460,
レッドテイル,9,1,1503,1460,
レッドテイル,10,1,1503,1460,
レッドテイル,11,1,1503,1468,
レッドテイル,12,1,1511,1468,
レッドテイル,13,1,1511,1480,
レッドテイル,14,1,1523,1480,
レッドテイル,15,1,1523,1480,
レッドテイル,16,1,1523,1488,
レッドテイル,17,1,1531,1488,
レッドテイル,18,1,1531,1500,
レッドテイル,19,1,1543,1500,
レッドテイル,20,1,1543,1500,
フレイムランス,5,1,361,232,
フレイムランス,6,1,461,320,
フレイムランス,7,1,589,443,
フレイムランス,8,1,751,608,
フレイムランス,9,1,958,835,
フレイムランス,10,1,1221,1142,
フレイムランス,10,5,1463,1420,
レッドルーク,5,1,361,232,
レッドルーク,6,1,461,320,
レッドルーク,7,1,589,443,
レッドルーク,8,1,751,608,
レッドルーク,9,1,958,835,
レッドルーク,10,1,1221,1142,
レッドルーク,10,5,1463,1420,
レッドルーク,1,1,1463,1428,
レッドルーク,2,1,1471,1428,
レッドルーク,3,1,1471,1440,
レッドルーク,4,1,1483,1440,
レッドルーク,5,1,1483,1440,
レッドルーク,6,1,1483,1448,
レッドルーク,7,1,1491,1448,
レッドルーク,8,1,1491,1460,
レッドルーク,9,1,1503,1460,
レッドルーク,10,1,1503,1460,
レッドルーク,11,1,1503,1468,
レッドルーク,12,1,1511,1468,
レッドルーク,13,1,1511,1480,
レッドルーク,14,1,1523,1480,
レッドルーク,15,1,1523,1480,
レッドルーク,16,1,1523,1488,
レッドルーク,17,1,1531,1488,
レッドルーク,18,1,1531,1500,
レッドルーク,19,1,1543,1500,
レッドルーク,20,1,1543,1500,
火竜銃槍,5,1,361,232,
火竜銃槍,6,1,461,320,
火竜銃槍,7,1,589,443,
火竜銃槍,8,1,751,608,
火竜銃槍,9,1,958,835,
火竜銃槍,10,1,1221,1142,
火竜銃槍,10,5,1463,1420,
火竜斧レウスギア,5,1,361,232,
火竜斧レウスギア,6,1,461,320,
火竜斧レウスギア,7,1,589,443,
火竜斧レウスギア,8,1,751,608,
火竜斧レウスギア,9,1,958,835,
火竜斧レウスギア,10,1,1221,1142,
火竜斧レウスギア,10,5,1463,1420,
火竜斧レウスギア,1,1,1463,1428,
火竜斧レウスギア,2,1,1471,1428,
火竜斧レウスギア,3,1,1471,1440,
火竜斧レウスギア,4,1,1483,1440,
火竜斧レウスギア,5,1,1483,1440,
火竜斧レウスギア,6,1,1483,1448,
火竜斧レウスギア,7,1,1491,1448,
火竜斧レウスギア,8,1,1491,1460,
火竜斧レウスギア,9,1,1503,1460,
火竜斧レウスギア,10,1,1503,1460,
火竜斧レウスギア,11,1,1503,1468,
火竜斧レウスギア,12,1,1511,1468,
火竜斧レウスギア,13,1,1511,1480,
火竜斧レウスギア,14,1,1523,1480,
火竜斧レウスギア,15,1,1523,1480,
火竜斧レウスギア,16,1,1523,1488,
火竜斧レウスギア,17,1,1531,1488,
火竜斧レウスギア,18,1,1531,1500,
火竜斧レウスギア,19,1,1543,1500,
火竜斧レウスギア,20,1,1543,1500,
火竜の剣斧,5,1,361,232,
火竜の剣斧,6,1,461,320,
火竜の剣斧,7,1,589,443,
火竜の剣斧,8,1,751,608,
火竜の剣斧,9,1,958,835,
火竜の剣斧,10,1,1221,1142,
火竜の剣斧,10,5,1463,1420,
炎斧アクセリオン,5,1,361,232,
炎斧アクセリオン,6,1,461,320,
炎斧アクセリオン,7,1,589,443,
炎斧アクセリオン,8,1,751,608,
炎斧アクセリオン,9,1,958,835,
炎斧アクセリオン,10,1,1221,1142,
炎斧アクセリオン,10,5,1463,1420,
炎斧アクセリオン,1,1,1463,1428,
炎斧アクセリオン,2,1,1471,1428,
炎斧アクセリオン,3,1,1471,1440,
炎斧アクセリオン,4,1,1483,1440,
炎斧アクセリオン,5,1,1483,1440,
炎斧アクセリオン,6,1,1483,1448,
炎斧アクセリオン,7,1,1491,1448,
炎斧アクセリオン,8,1,1491,1460,
炎斧アクセリオン,9,1,1503,1460,
炎斧アクセリオン,10,1,1503,1460,
炎斧アクセリオン,11,1,1503,1468,
炎斧アクセリオン,12,1,1511,1468,
炎斧アクセリオン,13,1,1511,1480,
炎斧アクセリオン,14,1,1523,1480,
炎斧アクセリオン,15,1,1523,1480,
炎斧アクセリオン,16,1,1523,1488,
炎斧アクセリオン,17,1,1531,1488,
炎斧アクセリオン,18,1,1531,1500,
炎斧アクセリオン,19,1,1543,1500,
炎斧アクセリオン,20,1,1543,1500,
火竜の盾斧,5,1,361,232,
火竜の盾斧,6,1,461,320,
火竜の盾斧,7,1,589,443,
火竜の盾斧,8,1,751,608,
火竜の盾斧,9,1,958,835,
火竜の盾斧,10,1,1221,1142,
火竜の盾斧,10,5,1463,1420,
レウスバスター,5,1,361,232,
レウスバスター,6,1,461,320,
